Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR
Madison Bumgarner,ARI,14,28,0,60,60,321.2,6.882901895,2.881865427,1.482901628,0.291411043,0.67818463,0.3539823,0.12072893,90.66359355,5.064248955,,4.915184447,4.980225152,1.346307427
John Brebbia,SFG,9,3,0,129,19,120,8.850001758,2.475000492,0.975000194,0.315028902,0.75107296,0.33239437,0.07738095,94.08571138,3.67500073,,3.504247728,4.295690961,1.345127385
Kevin Ginkel,ARI,10,2,5,118,0,119.1,9.502794916,3.243017313,0.82960908,0.277227723,0.65830721,0.48881789,0.10576923,95.54318453,3.469274334,,3.495566192,3.732650007,1.328773022
Casey Mize,DET,7,10,0,32,32,160.1,6.848233065,2.41372149,1.403326448,0.25877193,0.78395062,0.47169811,0.15060241,94.07459024,3.817047938,,4.682033976,4.449844222,1.326596595
Ian Gibaut,- - -,9,5,3,105,0,113,9.398231754,3.584071432,1.035398414,0.316498316,0.79399142,0.39869281,0.11016949,95.47344357,3.5044254,,3.968626334,4.15549183,1.321257458
Joe Ross,WSN,5,9,0,20,19,108,9.083333333,2.833333333,1.416666667,0.27739726,0.71428571,0.43234323,0.15454545,93.88375103,4.166666667,,4.364478567,4.11521777,1.320733704
Luke Weaver,- - -,6,12,0,66,37,215.2,8.346213833,3.00463698,1.627511698,0.330275229,0.65620542,0.37063953,0.15057915,94.12721682,5.967542891,,4.81706892,4.465809856,1.315954624
Aaron Ashby,MIL,5,12,2,40,23,139,10.68345412,3.820144199,1.230215929,0.312849162,0.67488263,0.57837838,0.19791667,96.08171276,4.467626267,,3.952892212,3.2391894,1.312873423
Buck Farmer,- - -,6,7,5,146,0,153.1,9.156523637,4.167392168,1.173913287,0.27,0.72375691,0.37259615,0.11111111,94.31657566,4.46087049,,4.439602583,4.670823042,1.30810535
Kyle Finnegan,WSN,18,18,47,197,0,198,9.00000104,3.590909506,1.227272869,0.288167939,0.73357336,0.47680891,0.15083799,96.67894454,3.545454955,,4.195415568,3.907646849,1.306582905
Jordan Hicks,- - -,6,14,12,105,8,131,10.09923811,5.083970206,0.618320701,0.289230769,0.69555302,0.58083832,0.11688312,100.3961358,4.190840305,,3.779377405,3.812953,1.279302049
Drew Steckenrider,SEA,5,4,16,78,0,82,7.463415763,2.414634511,0.768292799,0.282051282,0.82959641,0.36666667,0.07446809,94.28164888,2.63414674,,3.56240437,4.412869997,1.278747894
Mark Leiter Jr.,CHC,3,10,7,100,4,129,10.3953506,3.209302871,1.046511806,0.257234727,0.74814815,0.47204969,0.14563107,91.2773958,3.55814014,,3.802660378,3.536953826,1.276045144
Bryan Woo,SEA,3,4,0,15,15,75.2,9.039647881,2.616740176,1.070484617,0.275862069,0.6840796,0.4,0.10714286,95.14419486,4.162995735,,3.907392521,4.203541425,1.274716735
Matt Wisler,- - -,6,8,2,87,5,92.2,9.420865119,2.42805802,1.16546785,0.25,0.68578554,0.24796748,0.09090909,91.09156055,3.010791945,,3.574337758,4.183492458,1.269244222
Tyler Kinley,COL,4,5,4,109,0,107,9.000001604,3.112150087,1.177570303,0.280821918,0.73883162,0.36184211,0.109375,96.01045117,3.953271733,,3.990172163,4.318275631,1.261862189
Josh Staumont,KCR,7,6,8,127,1,123.1,10.14324476,5.035135888,0.729729839,0.281045752,0.67948718,0.37060703,0.07407407,96.41809452,4.378379033,,3.767001036,4.5261528,1.251268499
Andrew Kittredge,TBR,13,4,14,82,4,97.2,8.754267807,1.750853561,1.105802249,0.254901961,0.82932692,0.50188679,0.13953488,96.1837204,2.303754686,,3.522115674,3.397937748,1.243869737
Garrett Crochet,CHW,3,6,0,64,0,64.1,10.35233411,5.316063463,0.419689221,0.296969697,0.74031891,0.39263804,0.046875,96.71757335,2.937824546,,3.354974259,4.481184992,1.241460651
Zach Davies,- - -,10,22,0,76,76,361.2,7.092166098,4.105990899,1.368663633,0.29455217,0.67940552,0.43126685,0.13888889,89.27886074,5.375115359,,5.012572319,4.816140838,1.23646646
Kwang Hyun Kim,STL,7,7,1,27,21,106.2,6.750000221,3.290625108,1.012500033,0.271293375,0.76489533,0.47384615,0.10909091,89.39699964,3.459375113,,4.341909161,4.698907616,1.234533392
Marco Gonzales,SEA,24,22,0,67,67,376.1,5.859167484,2.630646625,1.530558037,0.269097222,0.74557087,0.38340249,0.12698413,88.70792565,4.209034601,,5.035262739,4.987642919,1.226079471
Reese Olson,DET,4,7,0,19,16,92,8.902173913,2.836956522,1.27173913,0.259259259,0.6833713,0.40625,0.13265306,94.8411046,4.304347826,,4.096771929,4.027678083,1.225890189
Adrian Sampson,CHC,5,7,0,31,24,139.2,6.508353385,2.255369985,1.159904564,0.274939173,0.79973118,0.40983607,0.10714286,92.52734411,3.028639694,,4.279748288,4.462281347,1.223370835
Jovani Moran,MIN,2,3,1,79,0,91,11.07692563,5.142858329,0.296703365,0.301369863,0.65068493,0.4562212,0.04054054,93.29331816,4.153847112,,2.867377057,3.733900092,1.220332354
J.P. Feyereisen,- - -,8,4,4,77,2,80.1,8.738590802,4.257262186,0.560166077,0.190954774,0.77027027,0.36,0.05050505,93.18875574,1.904564662,,3.438892981,4.694512414,1.219545752
Taylor Clarke,- - -,7,9,5,144,2,147.1,9.101810976,2.748869087,1.221719594,0.343529412,0.66666667,0.35307517,0.10471204,95.5036765,4.886878376,,3.903849258,4.250459064,1.217320241
Colin Holderman,- - -,5,3,2,80,0,82.2,8.709678391,3.592742336,0.43548392,0.300884956,0.71157495,0.50438596,0.05405405,96.86700948,3.592742336,,3.318171572,4.114056514,1.215763144
Connor Brogdon,PHI,9,7,3,130,2,130.2,8.678573248,2.892857749,1.170918613,0.284530387,0.76487252,0.38337802,0.10967742,95.6625593,3.512755839,,3.966481635,4.21945991,1.210003299
Huascar Ynoa,ATL,4,8,0,20,19,97.2,9.952218495,2.856655309,1.47440274,0.284,0.70281124,0.47709924,0.19512195,96.64587659,4.699658734,,4.159276237,3.493478329,1.202243657
Yennier Cano,- - -,2,4,6,78,0,86.2,8.203847388,2.803846576,0.726923186,0.304878049,0.70736434,0.56175299,0.13207547,96.29996119,3.94615444,,3.529204845,3.461036519,1.18243769
